,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_leaf_nodes,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
40,0.18721423149108887,0.021555495330380266,0.012801074981689453,0.002711513226636201,gini,30,60,5,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 60, 'min_samples_split': 5}",0.8202247191011236,0.8202247191011236,0.8595505617977528,0.8258426966292135,0.8531073446327684,0.8357900082523964,0.017017399950326573,42,0.9226441631504922,0.9367088607594937,0.929676511954993,0.9184247538677919,0.925561797752809,0.926603217497116,0.006248441378628547
41,0.1776364803314209,0.016710333221159387,0.015302801132202148,0.0006510749924159521,gini,30,60,7,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 60, 'min_samples_split': 7}",0.8033707865168539,0.8202247191011236,0.8764044943820225,0.8202247191011236,0.8418079096045198,0.8324065257411286,0.025155811421621602,62,0.9254571026722925,0.9310829817158931,0.9240506329113924,0.919831223628692,0.9171348314606742,0.9235113544777889,0.0048085279483940585
42,0.16541967391967774,0.00669015596674144,0.00912632942199707,0.0050566446474212485,gini,30,80,3,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 80, 'min_samples_split': 3}",0.8146067415730337,0.8202247191011236,0.8595505617977528,0.8258426966292135,0.8531073446327684,0.8346664127467784,0.01815543847937536,49,0.9493670886075949,0.9578059071729957,0.9381153305203939,0.9409282700421941,0.9396067415730337,0.9451646675832425,0.007429563103142353
43,0.16995058059692383,0.01872569790229513,0.009496402740478516,0.006098321193296054,gini,30,80,5,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 80, 'min_samples_split': 5}",0.8314606741573034,0.8258426966292135,0.8707865168539326,0.8202247191011236,0.8700564971751412,0.843674220783343,0.022127422849589597,6,0.9423347398030942,0.9563994374120957,0.9338959212376934,0.9367088607594937,0.9396067415730337,0.9417891401570821,0.007831136215137612
44,0.15681905746459962,0.004982547797301886,0.015630245208740234,1.552469310388537e-06,gini,30,80,7,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 80, 'min_samples_split': 7}",0.8314606741573034,0.8258426966292135,0.8764044943820225,0.8258426966292135,0.8587570621468926,0.8436615247889291,0.02041499123686366,9,0.9338959212376934,0.9465541490857946,0.9310829817158931,0.9226441631504922,0.922752808988764,0.9313860048357274,0.008802453861607
45,0.17032828330993652,0.013445920672807983,0.009052181243896484,0.007414975292827152,gini,30,100,3,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 100, 'min_samples_split': 3}",0.8258426966292135,0.8202247191011236,0.8707865168539326,0.8426966292134831,0.8700564971751412,0.8459214117945788,0.02132908735369998,3,0.9690576652601969,0.9774964838255977,0.9662447257383966,0.9592123769338959,0.9578651685393258,0.9659752840594826,0.007124922501686361
46,0.18684096336364747,0.015610602427248477,0.012578296661376952,0.006290799281012083,gini,30,100,5,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 100, 'min_samples_split': 5}",0.8202247191011236,0.8089887640449438,0.8707865168539326,0.8426966292134831,0.8587570621468926,0.8402907382720752,0.023061850124698448,22,0.9592123769338959,0.9676511954992968,0.9493670886075949,0.9507735583684951,0.952247191011236,0.9558502820841038,0.0068022411869872994
47,0.20005788803100585,0.02688838618943939,0.012503814697265626,0.006251907474104789,gini,30,100,7,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 100, 'min_samples_split': 7}",0.8258426966292135,0.8258426966292135,0.8876404494382022,0.8202247191011236,0.8587570621468926,0.8436615247889291,0.025870161175574505,9,0.9353023909985936,0.9493670886075949,0.9353023909985936,0.9240506329113924,0.9311797752808989,0.9350404557594146,0.00825918505536361
48,0.1873459815979004,0.019132033908913465,0.010325336456298828,0.005461898046423792,gini,40,40,3,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 40, 'min_samples_split': 3}",0.8258426966292135,0.8314606741573034,0.848314606741573,0.8146067415730337,0.847457627118644,0.8335364692439533,0.01291533690195402,57,0.9184247538677919,0.9338959212376934,0.9170182841068917,0.9029535864978903,0.9002808988764045,0.9145146889173343,0.012111553419176668
49,0.17235045433044432,0.012142765355719036,0.01177806854248047,0.006054581350452463,gini,40,40,5,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 40, 'min_samples_split': 5}",0.8089887640449438,0.8258426966292135,0.8595505617977528,0.8033707865168539,0.8418079096045198,0.8279121437186567,0.020778531858340544,72,0.9156118143459916,0.9282700421940928,0.9156118143459916,0.9029535864978903,0.9030898876404494,0.9131074290048831,0.009443520352538766
50,0.18897194862365724,0.012812956383255457,0.012401342391967773,0.0010193664683532944,gini,40,40,7,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 40, 'min_samples_split': 7}",0.8314606741573034,0.8314606741573034,0.8539325842696629,0.8033707865168539,0.8587570621468926,0.8357963562496031,0.01972374524780619,41,0.9085794655414908,0.929676511954993,0.9043600562587905,0.8945147679324894,0.898876404494382,0.9072014412364293,0.012209497447956411
51,0.18281426429748535,0.01652456776876278,0.012801170349121094,0.0014696460428475697,gini,40,60,3,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 60, 'min_samples_split': 3}",0.8089887640449438,0.8370786516853933,0.8707865168539326,0.8258426966292135,0.8418079096045198,0.8369009077636006,0.020365247672714144,38,0.929676511954993,0.9479606188466948,0.9310829817158931,0.9268635724331927,0.925561797752809,0.9322290965407165,0.008106192489672296
52,0.17621345520019532,0.015065691855858933,0.013002443313598632,0.0014161688337267146,gini,40,60,5,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 60, 'min_samples_split': 5}",0.8089887640449438,0.8258426966292135,0.8707865168539326,0.8202247191011236,0.8531073446327684,0.8357900082523964,0.022734025950400007,42,0.9338959212376934,0.9437412095639943,0.929676511954993,0.9254571026722925,0.922752808988764,0.9311047108835474,0.0073642576012721405
53,0.18957891464233398,0.021000625027198672,0.015127897262573242,0.0029101814260092344,gini,40,60,7,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 60, 'min_samples_split': 7}",0.8202247191011236,0.8314606741573034,0.8764044943820225,0.8426966292134831,0.864406779661017,0.84703865930299,0.020709988461158204,2,0.9240506329113924,0.9409282700421941,0.9240506329113924,0.9170182841068917,0.9199438202247191,0.925198328039318,0.008301667961768658
54,0.19941449165344238,0.018716205650195064,0.013001346588134765,0.0010956709975590525,gini,40,80,3,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 80, 'min_samples_split': 3}",0.8370786516853933,0.8033707865168539,0.8820224719101124,0.8314606741573034,0.864406779661017,0.8436678727861361,0.027267072549865438,8,0.9521800281293952,0.960618846694796,0.9437412095639943,0.9423347398030942,0.9410112359550562,0.9479772120292672,0.007426716940393059
55,0.186871337890625,0.013308431301791088,0.013251447677612304,0.0019747307647483394,gini,40,80,5,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 80, 'min_samples_split': 5}",0.8314606741573034,0.8202247191011236,0.8707865168539326,0.8146067415730337,0.8700564971751412,0.8414270297721069,0.024289174405896376,13,0.9465541490857946,0.9592123769338959,0.9381153305203939,0.9324894514767933,0.9353932584269663,0.9423529132887687,0.009649597702019634
56,0.18730850219726564,0.02300595295872054,0.008451509475708007,0.007104771255548875,gini,40,80,7,"{'criterion': 'gini', 'max_depth': 40, 'max_leaf_nodes': 80, 'min_samples_split': 7}",0.8202247191011236,0.8202247191011236,0.8876404494382022,0.8202247191011236,0.8700564971751412,0.843674220783343,0.029253003801927167,6,0.9381153305203939,0.9437412095639943,0.929676511954993,0.9268635724331927,0.9311797752808989,0.9339152799506947,0.0061541211620474625
